1. Can Clarà – Sant Pere Pescador / Alt Empordà;42.18522222222222;3.080166666666667
8. Castell d’Aguiló – Santa Coloma de Queralt / Conca de Barberà;41.55277777777778;1.4188888888888889
10. Castell d’Albons / Baix Empordà;42.104552777777776;3.0855
9. Castell d’Albió – Llorac / Conca de Barberà;41.56551388888889;1.2706388888888889
6. Castell d’Aguilar – Bassella / Alt Urgell;42.01638888888889;1.2752777777777777
2. Can Jalpí – Arenys de Munt / Maresme;41.59916666666667;2.5401666666666665
5. Castell d’Abella – Abella de la Conca / Pallars Jussà;42.16237777777778;1.0931666666666666
3. Casal dels Montoliu – El Morell / Tarragonès;41.19222222222222;1.208611111111111
11. Castell d’Alforja / Baix Camp;41.21055555555556;0.9741666666666666
12. Castell d’Algars – Batea / Terra Alta;41.09202777777778;0.2278888888888889
18. Castell d’Arbeca / Garrigues;41.54222222222222;0.9230555555555555
15. Castell d’Altès – Bassella / Alt Urgell;42.01888888888889;1.3188888888888888
16. Castell d’Amposta / Montsià;40.714375000000004;0.5801138888888888
19. Castell d’Arbul – Tremp / Pallars Jussà;42.12719166666667;0.7856305555555555
14. Castell d’Alsamora – Sant Esteve de la Sarga / Pallars Jussà;42.081497222222225;0.7279444444444445
20. Castell d’Arcalís – Soriguera / Pallars Sobirà;42.34886111111111;1.0918055555555555
17. Castell d’Aramunt – Conca de Dalt / Pallars Jussà;42.20043888888889;0.9970833333333333
21. Castell d’Ardesa – Rubió / Anoia;41.63463888888889;1.5809722222222222
22. Castell d’Ardèvol – Pinós /Solsonès;41.85175;1.5189166666666667
23. Castell d’Arenys d’Empordà – Garrigàs / Alt Empordà;42.16583333333333;2.9533333333333336
24. Castell d’Argençola / Anoia;41.59798888888889;1.4428055555555557
25. Castell d’Aristot – El Pont de Bar / Alt Urgell;42.379444444444445;1.6230555555555557
29. Castell d’Ascó / Ribera d’Ebre;41.17972222222222;0.5661111111111111
30. Castell d’Avinyó – Avinyonet del Penedès / Alt Penedès;41.37305555555555;1.7738888888888888
26. Castell d’Ars – Valls de Valira / Alt Urgell;42.446777777777775;1.3968055555555556
27. Castell d’Artés / Bages;41.79944444444444;1.9505555555555556
28. Castell d’Arties / Vall d’Aran;42.698138888888884;0.8706666666666667
31. Castell d’Avinyonet / Alt Empordà;42.24944444444444;2.9141666666666666
32. Castell d’Empordà – La Bisbal / Baix Empordà;41.97811111111111;3.044277777777778
33. Castell d’en Roca – Sant Miquel de Campmajor / Pla de l’Estany;42.1625;2.6805555555555554
34. Castell d’Enfesta – La Molsosa / Solsonès;41.77793611111111;1.4762777777777778
35. Castell d’Era Castèra – Bossòst / Vall d’Aran;42.79;0.6916666666666667
39. Castell d’Esclanyà – Begur / Baix Empordà;41.929202777777775;3.176611111111111
38. Castell d’Escales – Vilanant  / Alt Empordà;42.24861111111111;2.865555555555556
40. Castell d’Esparreguera / Baix Llobregat;41.54972222222222;1.8705555555555555
37. Castell d’Eroles – Tremp / Pallars Jussà;42.17194444444444;0.8183333333333334
36. Castell d’Eramprunyà – Gavà / Baix Llobregat;41.31415555555555;1.957361111111111
41. Castell d’Espases – Esparreguera / Baix Llobregat;41.579;1.8842777777777777
42. Castell d’Espitlles – Santa Margarida i els Monjos / Alt Penedès;41.316111111111105;1.6777777777777776
43. Castell d’Espolla / Alt Empordà;42.390277777777776;3.0011111111111113
45. Castell d’Hortal – Llers / Alt Empordà;42.301944444444445;2.8975
44. Castell d’Esponellà / Pla de l’Estany;42.17916666666667;2.7905555555555552
46. Castell d’Hostoles – Les Planes d’Hostoles / Garrotxa;42.07;2.5305555555555554
49. Castell d’Òdena / Anoia;41.60598888888889;1.6393055555555556
47. Castell d’Isanta – Lladurs / Solsonès;42.096111111111114;1.5165555555555557
50. Castell d’Oix / Garrotxa;42.27222222222222;2.5302777777777776
48. Castell d’Odèn / Solsonès;42.133433333333336;1.4551944444444445
51. Castell d’Olèrdola / Alt Penedès;41.303888888888885;1.7097222222222221
52. Castell d’Oliana / Alt Urgell;42.08527777777778;1.2994444444444444
53. Castell d’Olivella / Garraf;41.32040277777778;1.8139166666666666
54. Castell d’Oló – Santa Maria d’Oló / Moianès;41.87083333333334;2.0347222222222223
55. Castell d’Olp – Sort / Pallars Sobirà;42.43006111111111;1.1145833333333335
56. Castell d’Orcau – Isona i Conca Dellà / Pallars Jussà;42.16555555555556;0.9825
57. Castell d’Orpí / Anoia;41.518791666666665;1.5754444444444444
58. Castell d’Orriols / Alt Empordà;42.125;2.906388888888889
61. Castell d’Unha – Naut Aran / Vall d’Aran;42.71113888888889;0.9036111111111111
60. Castell d’Ulldecona / Montsià;40.595;0.43083333333333335
59. Castell d’Orrit – Tremp / Pallars Jussà;42.25709722222222;0.7429444444444444
62. Castell de Bagà / Berguedà;42.25344444444445;1.8611944444444446
63. Castell de Balsareny / Bages;41.870555555555555;1.881388888888889
64. Castell de Banyeres / Baix Penedès;41.281258333333334;1.5785555555555555
65. Castell de Bar – El Pont de Bar / Alt Urgell;42.358333333333334;1.6391666666666667
66. Castell de Barbavella – Celrà / Gironès;42.01886944444444;2.8720833333333333
68. Castell de Barberà – Barberà de la Conca / Conca de Barberà;41.41146388888889;1.2273333333333334
67. Castell de Barbens / Pla d’Urgell;41.67922222222222;1.0185555555555554
71. Castell de Bell-lloc – La Roca del Vallès / Vallès Oriental;41.62590277777778;2.335277777777778
70. Castell de Begur / Baix Empordà;41.95638888888889;3.2086111111111113
69. Castell de Batea / Terra Alta;41.095555555555556;0.3086111111111111
